"Star_idx":"s_name":"Distance From The Sun":"star temperature":"relative mass":"Radius":"STAR LUMINOSITY":"TYPE OF STAR"
4084:"Isis' Labyrinth":56,12:2994:0,1:0,09:0,04:"M:1:V"
8116:"Stellaria Whimsy":99:3018:0,4:0,31:0,02:"M:2:V"
5949:"Koi's Ascendance":844,096:5430:1:0,98:0,65:"G:5:V"
3027:"Eonara":7880:2435:0,2:0,28:0,05:"M:3:V"
2036:"Axefall":49,95:2983:0,1:0,09:0,02:"M:3:V"
5386:"Mahsati":59,7:2531:0,3:0,23:0,08:"M:3:V"
9858:"Segin":271,9:5305:0,8:1,07:0,91:"G:3:V"
5841:"Deneb Algedi":360,408:2768:0,3:0,05:0,07:"M:6:V"
3166:"Rosaliadecastro":160,5:5404:0,9:1,09:1,24:"G:5:V"
6111:"Ruchbah":875,427:2824:0,1:0,37:0,02:"M:5:V"
2124:"Bunda":660:2858:0,2:0,13:0,02:"M:5:V"
4685:"Alkes":341,22:3840:0,6:0,91:0,14:"K:1:V"
4580:"Kurai Veil":1379,69:2681:0,4:0,13:0,02:"M:3:V"
5709:"Galaxaraith":2760:2846:0,3:0:0,01:"M:5:V"
5886:"Timir":112,6:3007:0,3:0,45:0,07:"M:2:V"
9614:"Nekkar":58,62:2795:0,2:0,29:0,05:"M:5:V"
2691:"Nyxian Whispers":650,34:3887:0,6:0,78:0,39:"K:7:V"
1961:"Tuiren":793,021:3165:0,3:0,67:0,01:"M:2:V"
8732:"Aquilan Anomaly":383,846:2692:0,2:0,11:0,05:"M:1:V"
2786:"Menkar":98,2:3728:0,6:0,87:0,33:"K:6:V"
6835:"Nocturnal Labyrinth":917,8:2742:0,2:0,64:0,05:"M:3:V"
2917:"Phecda":15,24:3024:0,3:0,05:0,05:"M:3:V"
6321:"Quasar Nova":1452,22:3254:0,1:0,07:0,03:"M:1:V"
8117:"Celestial Echo":187,15:3173:0,2:0,14:0,03:"M:0:V"
6748:"Helixar":709,019:3927:0,7:0,71:0,25:"K:6:V"
9870:"Paikauhale":114,549:2546:0,2:0,13:0,07:"M:2:V"
2263:"Libertas":1502,34:2619:0,3:0,64:0,01:"M:2:V"
1504:"Nebulonix":33:2409:0,4:0,63:0,03:"M:5:V"
9415:"Ankh Seraph":1140,51:3901:0,6:0,87:0,36:"K:6:V"
472:"Koi's Radiance":14,24:3938:0,5:0,91:0,41:"K:7:V"
734:"Vindemiatrix":207,9:4317:0,7:0,76:0,43:"K:3:V"
4091:"Vortexian":66,9071:2575:0,4:0,49:0,08:"M:2:V"
4402:"Sualocin":1745,81:2464:0,4:0,61:0,06:"M:4:V"
9082:"Diya":285,91:2578:0,2:0,05:0,03:"M:4:V"
2482:"Ravenfury":570,451:2884:0,3:0,01:0,05:"M:5:V"
5745:"Igniflux":318,5:4622:0,5:0,85:0,45:"K:2:V"
9297:"Pleione":177,4:3058:0,2:0,53:0,02:"M:2:V"
7178:"Castor":12,29:2492:0,3:0,33:0,01:"M:8:V"
7719:"Rigil Kentaurus":586,166:3934:0,8:0,93:0,38:"K:6:V"
5277:"Anubis' Radiance":866,701:4649:0,8:0,81:0,24:"K:3:V"
7533:"Quantumara":6320:5666:0,9:1,13:0,68:"G:2:V"
8358:"Luminous Nexus":326,8:2938:0,1:0,04:0,03:"M:4:V"
5485:"Haruka":7010:4078:0,5:0,75:0,26:"K:2:V"
4279:"La Superba":302,28:3803:0,8:0,92:0,41:"K:5:V"
2863:"Radiancea":334,739:3020:0,2:0,11:0,05:"M:1:V"
8538:"Chertan":506:3222:0,2:0,19:0,03:"M:0:V"
65:"Celestros":840,27:2453:0,2:0,58:0,03:"M:5:V"
5257:"Zenithria":84,0126:2899:0,3:0,6:0,03:"M:2:V"
4401:"Icarian Cipher":195,2:5386:0,9:1,1:0,7:"G:5:V"
4519:"Zephyrianix":499,176:2648:0,1:0,07:0,05:"M:5:V"
6250:"Nebulae Cipher":141:2552:0,2:0,33:0,07:"M:2:V"
4489:"Novaflame":6620:3911:0,5:0,71:0,59:"K:7:V"
2817:"Olympus Anomaly":224,7:4013:0,7:0,71:0,18:"K:3:V"
5414:"Lunacara":49:2605:0,2:0,03:0,08:"M:7:V"
382:"Umbral Silence":124,6:2416:0,2:0,38:0,06:"M:8:V"
7718:"Rimeblade":267,74:5374:1:1,11:0,91:"G:4:V"
1909:"Nebulithium":1162,39:2869:0,4:0,46:0,01:"M:5:V"
4488:"Sadr":7580:5492:0,9:1,02:1,06:"G:2:V"
5653:"Stellarnova":44,6:4009:0,7:0,71:0,29:"K:7:V"
5686:"Hathor's Labyrinth":423,348:3664:0,2:0,67:0,07:"M:0:V"
2553:"Almaaz":1292,49:2722:0,3:0,11:0:"M:0:V"
9433:"Haedus":116,99:3126:0,3:0,64:0,03:"M:1:V"
4720:"Secunda Hyadum":35,7:3817:0,5:0,87:0,26:"K:7:V"
158:"Tianguan":970,497:2873:0,3:0,08:0,05:"M:3:V"
5067:"Solaris":408,24:5445:0,8:1,01:1,27:"G:5:V"
9158:"Aladfar":372,5:2495:0,1:0,49:0,04:"M:8:V"
6030:"Rotanev":1561,52:4842:0,6:0,82:0,44:"K:2:V"
1007:"Phantasmal Echo":794,155:2738:0,2:0,24:0,01:"M:6:V"
335:"Frostfang":57,1:5207:0,8:1,13:0,71:"G:5:V"
6032:"Procyon":3,29:2863:0,3:0,22:0,06:"M:2:V"
523:"Zaniah":1240:5258:1:1,11:0,78:"G:2:V"
2886:"Quantum Gaze":925,47:3032:0,2:0,69:0,03:"M:3:V"
6523:"Ashlesha":1732,91:2532:0,1:0,1:0,01:"M:5:V"
3835:"Thunderpeak":741,6:4006:0,6:0,84:0,52:"K:5:V"
5538:"Thoth's Radiance":41,4:3656:0,2:0,59:0,02:"M:0:V"
9022:"Asterope":1215,8:4089:0,8:0,74:0,44:"K:2:V"
5765:"Maasym":1809,63:2603:0,3:0,18:0,07:"M:5:V"
577:"Jishui":109,25:2673:0,2:0,64:0,07:"M:7:V"
8353:"Galaxy Prism":288,94:4373:0,6:0,94:0,21:"K:3:V"
2366:"Unukalhai":1184,13:4213:0,7:0,91:0,17:"K:2:V"
4316:"Natasha":1239,77:2492:0,1:0,36:0,05:"M:2:V"
7920:"Aegis Cryptic":43,88:2593:0,2:0,08:0,03:"M:3:V"
2644:"Nebula Whisper":162,306:2930:0,1:0,43:0,07:"M:4:V"
637:"Kaze Celestial":60,8:2689:0,2:0,53:0,04:"M:5:V"
9402:"Horus' Ascendance":6260:3132:0,2:0,02:0,08:"M:3:V"
9578:"Shogun's Resonance":8,52:3430:0,4:0,56:0,02:"M:1:V"
3807:"Baten Kaitos":178:2646:0,3:0,33:0,05:"M:5:V"
7181:"Caelus Cipher":1266,39:2816:0,2:0,63:0,07:"M:5:V"
3344:"Cosmic Cascade":389,916:3266:0,4:0,67:0,08:"M:3:V"
4948:"Astromara":798,595:5597:1:0,97:1:"G:4:V"
5384:"Rastaban":1164,14:2859:0,2:0,1:0:"M:2:V"
1364:"Fang":1366,49:3468:0,3:0,3:0,07:"M:1:V"
970:"Zhang":1016,85:4311:0,6:0,88:0,36:"K:0:V"
428:"Asterion Enigma":802,311:4392:0,8:0,7:0,53:"K:2:V"
2272:"Pulsara":1182,5:3705:0,6:0,86:0,26:"K:7:V"
9760:"Lunarisol":44,58:2489:0,4:0,18:0,02:"M:4:V"
1113:"Uchū Veil":1179,66:4276:0,8:0,72:0,15:"K:5:V"
7805:"Anadolu":235:4528:0,5:0,84:0,57:"K:2:V"
6793:"Aetherion":650,322:3370:0,4:0,65:0,06:"M:2:V"
6819:"Sakura Seraph":901,795:3361:0,4:0,06:0,02:"M:1:V"
844:"Orionara":1027,54:3756:0,7:0,92:0,54:"K:3:V"
6290:"Sumi Cascade":673:2454:0,4:0,6:0,07:"M:3:V"
2804:"Nova Prism":65:2639:0,3:0,59:0,01:"M:3:V"
6882:"Olympian Flux":257,2:3806:0,6:0,85:0,3:"K:6:V"
9643:"Sekhmet's Mirage":1769,29:3025:0,4:0,26:0,01:"M:4:V"
9096:"Sakura's Silence":17,17:4227:0,7:0,84:0,5:"K:0:V"
7329:"Kaze":1245,1749:5802:0,8:0,98:0,91:"G:2:V"
5248:"Lionrock":6705:3748:0,7:0,7:0,4:"K:2:V"
902:"Tupã":22,93:2758:0,2:0,65:0,02:"M:3:V"
7939:"Zosma":512,66:2568:0,3:0,51:0,03:"M:2:V"
6503:"Solarionara":921,659:4040:0,8:0,94:0,12:"K:5:V"
8979:"Inari's Cascade":4970:2502:0,4:0,18:0,02:"M:5:V"
4604:"Intercrus":610,01:3237:0,1:0,11:0,06:"M:1:V"
3206:"Illyrian":72,6:3164:0,4:0,54:0,06:"M:2:V"
451:"Enif":799,699:2480:0,3:0,55:0,04:"M:2:V"
6931:"Kagayaki":181,63:2958:0,4:0,35:0,05:"M:2:V"
5307:"Zibal":49,3:3194:0,4:0,48:0,05:"M:3:V"
9098:"Axólotl":30,3288:2492:0,4:0,14:0,02:"M:5:V"
6086:"Inquill":64,5997:2495:0,2:0,32:0,02:"M:5:V"
13:"Mystic Expanse":347,693:5620:0,9:0,97:1,19:"G:2:V"
5547:"Sarin":1522,77:4397:0,5:0,78:0,55:"K:2:V"
8417:"Caph":34,4:4557:0,8:0,71:0,23:"K:3:V"
1786:"Nihal":623,74:3013:0,3:0,65:0,08:"M:2:V"
2629:"Avior":425,116:2407:0,2:0,17:0,07:"M:6:V"
9151:"Buna":649,815:3060:0,1:0,51:0,02:"M:2:V"
1871:"Pharaoh's Veil":209,309:2469:0,4:0,21:0,03:"M:3:V"
5134:"Ignitara":205,7:5393:1:1,1:1,36:"G:5:V"
2646:"Torii Shadows":800,07:2604:0,2:0,62:0,07:"M:6:V"
4814:"Ra's Whisper":23,1:2793:0,1:0,56:0,07:"M:3:V"
2475:"Nebulous Silence":111:2535:0,3:0,45:0:"M:3:V"
239:"Iklil":246:2934:0,3:0,55:0,07:"M:3:V"
9576:"Acubens":971,723:2549:0,3:0,05:0,02:"M:1:V"
1245:"Titanium Quasar":25,17:2472:0,3:0,62:0,08:"M:8:V"
5566:"Bosona":57,06:2504:0,3:0,46:0,01:"M:2:V"
5333:"Orion's Haven":38,9:2716:0,4:0,14:0,01:"M:3:V"
2956:"Cleopatra's Resonance":83,8:3045:0,2:0,57:0,03:"M:3:V"
6776:"Cimmerian Veil":704,771:2879:0,4:0,45:0,05:"M:2:V"
4119:"Nunki":48,8:4197:0,7:0,86:0,13:"K:2:V"
7824:"Astrylis":508,208:4205:0,5:0,79:0,11:"K:5:V"
7482:"Zenithrax":11:4588:0,8:0,88:0,51:"K:3:V"
4609:"Wezen":3930:2556:0,4:0,18:0,07:"M:7:V"
8891:"Lunarisys":603,064:2703:0,4:0,09:0,03:"M:2:V"
2026:"Hanabi":394:4371:0,6:0,78:0,46:"K:3:V"
6681:"Abyssal Echoes":21,8182:4795:0,5:0,96:0,48:"K:2:V"
9854:"Frostbeard":347,45:2558:0,4:0,15:0,07:"M:1:V"
3840:"Stoneshaper":28,94:5248:0,8:1,03:0,68:"G:5:V"
3611:"Nashira":348,815:2456:0,3:0,27:0,02:"M:2:V"
5959:"Itonda":500:3152:0,2:0,02:0,01:"M:3:V"
7778:"Etherios":34,2:2417:0,3:0,1:0,02:"M:8:V"
4741:"Nosaxa":726,97:5636:0,8:1,03:1,12:"G:2:V"
5423:"Mago":27,3:3041:0,2:0,35:0,03:"M:2:V"
7813:"Yildun":36,5:3248:0,4:0,36:0,04:"M:1:V"
6033:"Ombria":883,392:2514:0,4:0,02:0,06:"M:2:V"
9804:"Wyrmslayer":611,461:2873:0,2:0,57:0,06:"M:5:V"
1341:"Pulsariana":365,698:5411:1:1,13:1,44:"G:2:V"
7177:"Skat":302:2543:0,1:0,37:0,03:"M:8:V"
1683:"Mirzam":441,94:4109:0,5:0,94:0,49:"K:2:V"
906:"Phantasma":368,31:2462:0,4:0,05:0,01:"M:3:V"
9157:"Reikon Resonance":305,4:2644:0,3:0,3:0,04:"M:1:V"
2076:"Citalá":78,92:5700:1:1,06:0,65:"G:2:V"
4662:"Stormweaver":58,34:2843:0,3:0,16:0,04:"M:1:V"
9038:"Bastet's Horizon":721,8132:2437:0,3:0,19:0,05:"M:7:V"
9552:"Mirach":972,668:5768:1:1,11:1,1:"G:2:V"
1071:"Fomalhaut":1021,97:4835:0,7:0,87:0,22:"K:0:V"
7772:"Alniyat":864,603:4010:0,8:0,85:0,48:"K:5:V"
609:"Hadar":468,771:2551:0,2:0,5:0,06:"M:7:V"
6335:"Zaurak":270:2781:0,3:0,07:0,02:"M:5:V"
3479:"Scarab Expanse":1096,01:3797:0,5:0,74:0,21:"K:6:V"
8295:"Kōkei Labyrinth":173,5:2812:0,1:0,53:0,01:"M:3:V"
7466:"Acamar":597,979:2812:0,1:0,41:0,01:"M:1:V"
5239:"Nova Cascade":562,348:2959:0,3:0,38:0,07:"M:3:V"
5586:"Meridiana":56,5:2632:0,3:0,22:0,05:"M:5:V"
2663:"Ceibo":726,216:4769:0,5:0,81:0,31:"K:2:V"
1373:"Xuange":552,761:5234:1:1,08:0,68:"G:4:V"
8275:"Skjoldr":178,84:2738:0,3:0,5:0,02:"M:2:V"
4269:"Cassioth":1385,23:3169:0,1:0,5:0,06:"M:2:V"
6294:"Pyramid Radiance":771,7:2425:0,4:0,43:0,03:"M:2:V"
1052:"Muscida":874,126:3094:0,2:0,24:0,05:"M:2:V"
2199:"Nocturne Echo":1164,42:2649:0,1:0,33:0,06:"M:7:V"
74:"Celestrium":1194,17:4291:0,5:0,94:0,33:"K:0:V"
6725:"Cosmosol":1008,79:2549:0,2:0,63:0,06:"M:6:V"
6382:"Symbionix":1425,31:2645:0,3:0,2:0,05:"M:6:V"
462:"Pulsariax":15,1:2461:0,4:0,09:0,06:"M:5:V"
4082:"Elysionix":1446,97:5497:1:1,14:1,45:"G:2:V"
7209:"Fuji Nebula":26,03:2783:0,2:0,03:0,06:"M:1:V"
7515:"Skybreaker":803,7:3937:0,6:0,86:0,55:"K:6:V"
505:"Athebyne":188,7:3069:0,4:0,16:0,03:"M:2:V"
5193:"Galaxium":98:3323:0,1:0,26:0,05:"M:1:V"
